productname,currentprice,offer_price,processor,Ram,storage,size,warranty,,,,,,,,,,
ASUS ,107990,76990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,1 TB SSD,43.94 cm (17.3 Inch) Display,1year,,,,,,,,,,
Lenov,89490,76990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
ASUS ,177990,147990,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display,1year,,,,,,,,,,
Lenov,60890,33890,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
acer ,109999,94990,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,40.89 cm (16.1 inch) Display,1year,,,,,,,,,,
ASUS ,75990,60990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
ASUS ,116990,84990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,35.56 cm (14 Inch) Display,1year,,,,,,,,,,
Lenov,59890,37000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
HP Om,0,102551,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),Intel Core i5 Processor (7th Gen),64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,1year,,,,,,,,
acer ,0,116640,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),Acer Cooler Master Technology Delivers Heightened Fan Speeds and Cooling Ability,128 GB SSD for Reduced Boot Up Time and In Game Loading,Intel Core i7 Processor (6th Gen),1year,,,,,,,,
Lenov,212690,164990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,1year,,,,,,,,,,
Lenov,84603,52890,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
acer ,36990,28490,Intel Pentium Silver Processor,8 GB DDR4 RAM,256 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
APPLE,139000,131990,Apple M2 Processor,8 GB Unified Memory RAM,512 GB SSD,34.54 cm (13.6 Inch) Display,1year,,,,,,,,,,
DELL ,50999,45346,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,71990,52990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,211290,149990,Intel Core i7 Processor (12th Gen),8 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,1year,,,,,,,,,,
ASUS ,30990,22990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,39.62 cm (15.6 inch) Touchscreen Display,1 Year Onsite Warranty,1year,,,,,,,,,,
DELL ,84173,68490,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
Lenov,59390,38699,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Nokia,82990,40990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
acer ,149990,135990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,39.62 cm (15.6 inches) Display,1year,,,,,,,,,,
HP Ch,92109,88390,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
Lenov,76890,58490,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
ASUS ,98990,85990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
DELL ,83557,73990,NVIDIA GeForce GTX 1650,15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits,Game shift key for Turbo boost of power,In-built Alienware Command center software with enhanced control over system settings,1year,,,,,,,
MSI G,72990,54450,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,75000,62990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
DELL ,120148,113104,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,33.78 cm (13.3 Inch) Display,1year,,,,,,,,,,
HP Ry,47267,38999,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
acer ,149990,135990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,39.62 cm (15.6 inches) Display,1year,,,,,,,,,,
Lenov,61300,40000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,35.56 cm (14 Inch) Display,1year,,,,,,,,,,
HP Ch,92109,88390,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
ASUS ,155990,114990,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display,1year,,,,,,,,,,
APPLE,139000,131990,Apple M2 Processor,8 GB Unified Memory RAM,512 GB SSD,34.54 cm (13.6 Inch) Display,1year,,,,,,,,,,
DELL ,50826,36890,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
DELL ,48900,42990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
GIGAB,89990,68990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
HP Vi,89946,69990,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,38.86 cm (15.3 Inch) Touchscreen Display,1year,,,,,,,,,,
Lenov,212690,164990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,1year,,,,,,,,,,
DELL ,63973,49890,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
HP Vi,105823,95070,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,35000,20990,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,35.56 cm (14 Inch) Display,1year,,,,,,,,,,
ASUS ,66990,50990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
MSI C,95990,76490,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
Lenov,211290,149990,Intel Core i7 Processor (12th Gen),8 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,1year,,,,,,,,,,
Lenov,62190,38990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
HP Pa,85837,69490,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1year,,,,,,,,,,
GIGAB,89990,68990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
Infin,49990,33990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
ASUS ,209990,209690,First Ever Screenpad,NVIDIA GeForce GTX 1050 Ti,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1year,,,,,,,,,,
Lenov,60890,33890,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
ASUS ,85990,63990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
ASUS ,52990,35990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,48900,37890,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,59890,37000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
DELL ,110888,87500,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,40.64 cm (16 Inch) Touchscreen Display,1year,,,,,,,,,,
ASUS ,40990,30650,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,35.81 cm (14.1 inch) Display,1year,,,,,,,,,,
Lenov,62190,38990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,84603,52890,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
HP Pa,69000,64000,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
ASUS ,350990,239990,AMD Ryzen 9 Octa Core Processor,32 GB LPDDR4X RAM,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display,1year,,,,,,,,,,
ASUS ,134990,97700,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
Lenov,71990,52990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
HP HP,112900,81600,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,33.78 cm (13.3 inch) Touchscreen Display,1year,,,,,,,,,,
Lenov,40490,25990,Intel Celeron Dual Core Processor (4th Gen),4 GB DDR4 RAM,256 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
ASUS ,77990,69290,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
Lenov,59390,38699,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
MSI C,207990,184990,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,43.94 cm (17.3 Inch) Display,1year,,,,,,,,,,
MSI C,156990,110990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
HP 15,66000,54960,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,76890,58490,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
ASUS ,122990,99990,Intel Core i7 Processor (8th Gen),16 GB DDR3 RAM,512 GB SSD,33.78 cm (13.3 inch) Display,1year,,,,,,,,,,
HP Vi,77595,59990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Touchscreen Display,1year,,,,,,,,,,
acer ,106999,75990,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,1 TB HDD|512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
Lenov,60890,33890,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
Avita,33490,24490,AMD APU Dual Core A6 Processor,8 GB DDR4 RAM,256 GB SSD,35.56 cm (14 inches) Display,1year,,,,,,,,,,
HP Ch,32295,25990,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite warranty,1year,,,,,,,,,,
HP Vi,84419,62990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,40.89 cm (16.1 Inch) Touchscreen Display,1year,,,,,,,,,,
Lenov,59890,37000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
ASUS ,189990,157990,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
ASUS ,0,233990,Intel Core i7 Processor (10th Gen),16 GB LPDDR3 RAM,2 TB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
ASUS ,163990,109990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,43.94 cm (17.3 inch) Display,1year,,,,,,,,,,
Lenov,84603,52890,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
ASUS ,98990,79990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1year,,,,,,,,,,
DELL ,84879,67990,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,40.64 cm (16 inch) Display,1year,,,,,,,,,,
ASUS ,42990,26990,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,71990,52990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
HP Ry,178366,160180,AMD Ryzen 9 Octa Core Processor,32 GB DDR5 RAM,1 TB SSD,40.89 cm (16.1 Inch) Display,1year,,,,,,,,,,
ASUS ,227990,174990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,40.64 cm (16 Inch) Display,1year,,,,,,,,,,
DELL ,213484,180990,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
Lenov,59390,38699,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
ASUS ,84990,59990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
ASUS ,113990,94990,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,43.94 cm (17.3 Inch) Display,1year,,,,,,,,,,
acer ,99999,68990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
Lenov,76890,58490,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
HP Pa,70419,50600,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
Lenov,85290,60490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Infin,54990,42990,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
Lenov,75000,62990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
DELL ,213484,180990,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
DELL ,76473,63331,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,40.64 cm (16 inch) Display,1year,,,,,,,,,,
HP Pa,83085,80000,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,61300,40000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,35.56 cm (14 Inch) Display,1year,,,,,,,,,,
Infin,69999,46990,Intel Core i7 Processor (10th Gen),16 GB LPDDR4X RAM,512 GB SSD,35.56 cm (14 Inch) Display,1year,,,,,,,,,,
Infin,49990,33990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
acer ,87999,69351,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,512 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
DELL ,50826,36890,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
DELL ,69999,61658,Microsoft Office Home & Student 2016,Intel Core i7 Processor (7th Gen),64 bit Windows 10 Operating System,1 TB HDD,1year,,,,,,,,,,
HP Pa,85871,76990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1year,,,,,,,,,,
ASUS ,107990,76990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,1 TB SSD,43.94 cm (17.3 Inch) Display,1year,,,,,,,,,,
DELL ,83319,77490,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,40.64 cm (16 inch) Display,1year,,,,,,,,,,
HP Vi,0,121677,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,40.89 cm (16.1 Inch) Display,1year,,,,,,,,,,
ASUS ,98990,79990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1year,,,,,,,,,,
HP At,39288,29990,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
acer ,99999,68990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
MSI M,61990,43990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
acer ,43999,29990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
GIGAB,151800,89990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
DELL ,0,42999,Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,1 TB HDD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
HP 15,66000,54960,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
ASUS ,188990,149610,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
DELL ,0,42999,Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,1 TB HDD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,75000,62990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
GIGAB,151800,89990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
Lenov,0,139890,Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,512 GB SSD,35.56 cm (14 Inch) Display,1year,,,,,,,,,,
ASUS ,29990,25990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,1year,,,,,,,,,,
Lenov,61300,40000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,35.56 cm (14 Inch) Display,1year,,,,,,,,,,
HP Pa,87717,68690,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,39.62 cm (15.6 inches) Display,1year,,,,,,,,,,
acer ,43999,29990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
ASUS ,81990,64990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
DELL ,50826,36890,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
HP In,138366,97500,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,59390,33990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
HP Om,0,122560,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,41.15 cm (16.2 Inch) Touchscreen Display,1year,,,,,,,,,,
DELL ,50693,43490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,104890,73990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
ASUS ,0,81990,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
DELL ,100239,71490,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,40.64 cm (16 inch) Display,1year,,,,,,,,,,
ASUS ,57990,41990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
SAMSU,88990,69990,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
Lenov,0,86000,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,512 GB SSD,33.78 cm (13.3 inch) Display,1year,,,,,,,,,,
ASUS ,116990,84990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
Lenov,57990,37990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
ASUS ,162990,130500,AMD Ryzen 9 Octa Core Processor (9th Gen),16 GB DDR4 RAM,1 TB SSD,40.64 cm (16 Inch) Display,1year,,,,,,,,,,
MSI G,79257,59990,Full HD LED Backlit Anti-glare Wideview Display for Better Visual Experience,NVIDIA Geforce GTX 1050 for Desktop Level Performance,8 GB DDR4 RAM,DOS Operating System,1year,,,,,,,,,,
Lenov,153890,119990,Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1year,,,,,,,,,,
Lenov,60890,33890,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,35.56 cm (14 inch) Display,1year,,,,,,,,,,
Lenov,59500,39300,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,35.56 cm (14 Inch) Display,1year,,,,,,,,,,
Lenov,83458,74990,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,512 GB SSD,33.78 cm (13.3 inch) Display,1year,,,,,,,,,,
HP Pa,87717,68690,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,39.62 cm (15.6 inches) Display,1year,,,,,,,,,,
Lenov,59890,37000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
Infin,79990,52990,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
DELL ,79292,57890,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,35.56 cm (14 Inch) Display,1year,,,,,,,,,,
HP 25,44912,35960,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,84603,52890,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
HP Pa,100687,92070,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1year,,,,,,,,,,
MSI G,201990,180990,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,1year,,,,,,,,,,
HP 15,0,52575,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,71990,52990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
HP Co,71641,62990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,35.56 cm (14 Inch) Display,1year,,,,,,,,,,
HP Co,82580,73070,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
ASUS ,120990,88990,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
Lenov,59390,38699,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,1year,,,,,,,,,,
HP Sp,151133,136590,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,256 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,1year,,,,,,,,,,
HP 15,43090,40250,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
HP Pa,87717,62180,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
Lenov,76890,58490,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,1year,,,,,,,,,,
